2015-09-24 09:21:49,721 [main] INFO  z.s.s.d.jpa.SampleDataJpaApplication [Line:47 ] - Starting SampleDataJpaApplication on Company with PID 28826 (/home/fgq/develop/eclipse/work/spring-boot/sample-data-jpa/target/classes started by fgq in /home/fgq/develop/eclipse/work/spring-boot/sample-data-jpa)
2015-09-24 09:26:25,683 [localhost-startStop-1] INFO  o.s.s.web.DefaultSecurityFilterChain [Line:28 ] - Creating filter chain: OrRequestMatcher [requestMatchers=[Ant [pattern='/**']]], [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@2a235fe6, org.springframework.security.web.context.SecurityContextPersistenceFilter@3df8204c, org.springframework.security.web.header.HeaderWriterFilter@e752711, org.springframework.security.web.authentication.logout.LogoutFilter@bf2f7e8, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@6d0dbcc6, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@75653157, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@4c99d9cd, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@5eb8467b, org.springframework.security.web.session.SessionManagementFilter@3c98e498, org.springframework.security.web.access.ExceptionTranslationFilter@5d97a673, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@6c0a509c]
2015-09-24 09:26:25,943 [localhost-startStop-1] INFO  o.s.b.c.e.FilterRegistrationBean [Line:286] - Mapping filter: 'characterEncodingFilter' to: [/*]
2015-09-24 09:26:25,944 [localhost-startStop-1] INFO  o.s.b.c.e.FilterRegistrationBean [Line:286] - Mapping filter: 'hiddenHttpMethodFilter' to: [/*]
2015-09-24 09:26:25,944 [localhost-startStop-1] INFO  o.s.b.c.e.FilterRegistrationBean [Line:286] - Mapping filter: 'springSecurityFilterChain' to: [/*]
2015-09-24 09:26:25,944 [localhost-startStop-1] INFO  o.s.b.c.e.ServletRegistrationBean [Line:188] - Mapping servlet: 'dispatcherServlet' to [/]
2015-09-24 09:26:26,183 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter [Line:517] - Looking for @ControllerAdvice: org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@19dc67c2: startup date [Thu Sep 24 09:26:21 CST 2015]; root of context hierarchy
2015-09-24 09:26:26,236 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping [Line:217] - Mapped "{[/customers/last],methods=[GET]}" onto public java.util.List<zx.soft.sample.data.jpa.domain.Customer> zx.soft.sample.data.jpa.web.CustomerController.findCustomerByLastName(java.lang.String)
2015-09-24 09:26:26,236 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping [Line:217] - Mapped "{[/customers/first],methods=[GET]}" onto public java.util.List<zx.soft.sample.data.jpa.domain.Customer> zx.soft.sample.data.jpa.web.CustomerController.findCustomerByFirstName(java.lang.String)
2015-09-24 09:26:26,237 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping [Line:217] - Mapped "{[/customers],methods=[PUT],consumes=[application/json]}" onto public zx.soft.sample.data.jpa.domain.Customer zx.soft.sample.data.jpa.web.CustomerController.addCustomer(zx.soft.sample.data.jpa.domain.Customer)
2015-09-24 09:26:26,237 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping [Line:217] - Mapped "{[/customer-json],methods=[POST],consumes=[application/json]}" onto public void zx.soft.sample.data.jpa.web.CustomerStringController.putJson(zx.soft.sample.data.jpa.domain.Customer)
2015-09-24 09:26:26,239 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping [Line:217] - Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest)
2015-09-24 09:26:26,239 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping [Line:217] - Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.BasicErrorController.error(javax.servlet.http.HttpServletRequest)
2015-09-24 09:26:26,265 [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping [Line:314] - Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2015-09-24 09:26:26,265 [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping [Line:314] - Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2015-09-24 09:26:26,295 [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping [Line:314] - Mapped URL path [/**/favicon.ico] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2015-09-24 09:26:26,484 [main] INFO  o.s.j.e.a.AnnotationMBeanExporter [Line:431] - Registering beans for JMX exposure on startup
2015-09-24 09:26:26,507 [main] INFO  o.a.coyote.http11.Http11NioProtocol [Line:180] - Initializing ProtocolHandler ["http-nio-192.168.6.126-8900"]
2015-09-24 09:26:26,514 [main] INFO  o.a.coyote.http11.Http11NioProtocol [Line:180] - Starting ProtocolHandler ["http-nio-192.168.6.126-8900"]
2015-09-24 09:26:26,518 [main] INFO  o.a.tomcat.util.net.NioSelectorPool [Line:180] - Using a shared selector for servlet write/read
2015-09-24 09:26:26,538 [main] INFO  o.s.b.c.e.t.TomcatEmbeddedServletContainer [Line:159] - Tomcat started on port(s): 8900 (http)
2015-09-24 09:26:26,539 [main] INFO  z.s.s.d.jpa.SampleDataJpaApplication [Line:56 ] - Started SampleDataJpaApplication in 5.026 seconds (JVM running for 5.39)
2015-09-24 09:26:53,102 [http-nio-192.168.6.126-8900-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] [Line:180] - Initializing Spring FrameworkServlet 'dispatcherServlet'
2015-09-24 09:26:53,102 [http-nio-192.168.6.126-8900-exec-1] INFO  o.s.web.servlet.DispatcherServlet [Line:485] - FrameworkServlet 'dispatcherServlet': initialization started
2015-09-24 09:26:53,115 [http-nio-192.168.6.126-8900-exec-1] INFO  o.s.web.servlet.DispatcherServlet [Line:504] - FrameworkServlet 'dispatcherServlet': initialization completed in 13 ms
2015-09-24 09:26:53,246 [http-nio-192.168.6.126-8900-exec-1] ERROR o.a.c.c.C.[.[.[.[dispatcherServlet] [Line:182] - Servlet.service() for servlet [dispatcherServlet] in context with path [] threw exception [Request processing failed; nested exception is org.springframework.data.redis.RedisConnectionFailureException: Cannot get Jedis connection; nested exception is redis.clients.jedis.exceptions.JedisConnectionException: Could not get a resource from the pool] with root cause
redis.clients.jedis.exceptions.JedisDataException: ERR invalid password
	at redis.clients.jedis.Protocol.processError(Protocol.java:113) ~[jedis-2.5.2.jar:na]
	at redis.clients.jedis.Protocol.process(Protocol.java:131) ~[jedis-2.5.2.jar:na]
	at redis.clients.jedis.Protocol.read(Protocol.java:200) ~[jedis-2.5.2.jar:na]
	at redis.clients.jedis.Connection.readProtocolWithCheckingBroken(Connection.java:285) ~[jedis-2.5.2.jar:na]
	at redis.clients.jedis.Connection.getStatusCodeReply(Connection.java:184) ~[jedis-2.5.2.jar:na]
	at redis.clients.jedis.BinaryJedis.auth(BinaryJedis.java:2193) ~[jedis-2.5.2.jar:na]
	at redis.clients.jedis.JedisFactory.makeObject(JedisFactory.java:67) ~[jedis-2.5.2.jar:na]
	at org.apache.commons.pool2.impl.GenericObjectPool.create(GenericObjectPool.java:836) ~[commons-pool2-2.2.jar:2.2]
	at org.apache.commons.pool2.impl.GenericObjectPool.borrowObject(GenericObjectPool.java:434) ~[commons-pool2-2.2.jar:2.2]
	at org.apache.commons.pool2.impl.GenericObjectPool.borrowObject(GenericObjectPool.java:361) ~[commons-pool2-2.2.jar:2.2]
	at redis.clients.util.Pool.getResource(Pool.java:40) ~[jedis-2.5.2.jar:na]
	at redis.clients.jedis.JedisPool.getResource(JedisPool.java:84) ~[jedis-2.5.2.jar:na]
	at redis.clients.jedis.JedisPool.getResource(JedisPool.java:10) ~[jedis-2.5.2.jar:na]
	at org.springframework.data.redis.connection.jedis.JedisConnectionFactory.fetchJedisConnector(JedisConnectionFactory.java:133) ~[spring-data-redis-1.4.3.RELEASE.jar:1.4.3.RELEASE]
	at org.springframework.data.redis.connection.jedis.JedisConnectionFactory.getConnection(JedisConnectionFactory.java:229) ~[spring-data-redis-1.4.3.RELEASE.jar:1.4.3.RELEASE]
	at org.springframework.data.redis.connection.jedis.JedisConnectionFactory.getConnection(JedisConnectionFactory.java:57) ~[spring-data-redis-1.4.3.RELEASE.jar:1.4.3.RELEASE]
	at org.springframework.data.redis.core.RedisConnectionUtils.doGetConnection(RedisConnectionUtils.java:128) ~[spring-data-redis-1.4.3.RELEASE.jar:1.4.3.RELEASE]
	at org.springframework.data.redis.core.RedisConnectionUtils.getConnection(RedisConnectionUtils.java:91) ~[spring-data-redis-1.4.3.RELEASE.jar:1.4.3.RELEASE]
	at org.springframework.data.redis.core.RedisConnectionUtils.getConnection(RedisConnectionUtils.java:78) ~[spring-data-redis-1.4.3.RELEASE.jar:1.4.3.RELEASE]
	at org.springframework.data.redis.core.RedisTemplate.execute(RedisTemplate.java:177) ~[spring-data-redis-1.4.3.RELEASE.jar:1.4.3.RELEASE]
	at org.springframework.data.redis.core.RedisTemplate.execute(RedisTemplate.java:152) ~[spring-data-redis-1.4.3.RELEASE.jar:1.4.3.RELEASE]
	at org.springframework.data.redis.core.AbstractOperations.execute(AbstractOperations.java:85) ~[spring-data-redis-1.4.3.RELEASE.jar:1.4.3.RELEASE]
	at org.springframework.data.redis.core.DefaultValueOperations.set(DefaultValueOperations.java:169) ~[spring-data-redis-1.4.3.RELEASE.jar:1.4.3.RELEASE]
	at zx.soft.sample.data.jpa.web.CustomerStringController.putJson(CustomerStringController.java:28) ~[classes/:na]
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method) ~[na:1.8.0_05]
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62) ~[na:1.8.0_05]
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43) ~[na:1.8.0_05]
	at java.lang.reflect.Method.invoke(Method.java:483) ~[na:1.8.0_05]
	at org.springframework.web.method.support.InvocableHandlerMethod.doInvoke(InvocableHandlerMethod.java:221) ~[spring-web-4.1.7.RELEASE.jar:4.1.7.RELEASE]
	at org.springframework.web.method.support.InvocableHandlerMethod.invokeForRequest(InvocableHandlerMethod.java:137) ~[spring-web-4.1.7.RELEASE.jar:4.1.7.RELEASE]
	at org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod.invokeAndHandle(ServletInvocableHandlerMethod.java:110) ~[spring-webmvc-4.1.7.RELEASE.jar:4.1.7.RELEASE]
	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.invokeHandleMethod(RequestMappingHandlerAdapter.java:776) ~[spring-webmvc-4.1.7.RELEASE.jar:4.1.7.RELEASE]
	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.handleInternal(RequestMappingHandlerAdapter.java:705) ~[spring-webmvc-4.1.7.RELEASE.jar:4.1.7.RELEASE]
	at org.springframework.web.servlet.mvc.method.AbstractHandlerMethodAdapter.handle(AbstractHandlerMethodAdapter.java:85) ~[spring-webmvc-4.1.7.RELEASE.jar:4.1.7.RELEASE]
	at org.springframework.web.servlet.DispatcherServlet.doDispatch(DispatcherServlet.java:959) ~[spring-webmvc-4.1.7.RELEASE.jar:4.1.7.RELEASE]
	at org.springframework.web.servlet.DispatcherServlet.doService(DispatcherServlet.java:893) ~[spring-webmvc-4.1.7.RELEASE.jar:4.1.7.RELEASE]
	at org.springframework.web.servlet.FrameworkServlet.processRequest(FrameworkServlet.java:967) ~[spring-webmvc-4.1.7.RELEASE.jar:4.1.7.RELEASE]
	at org.springframework.web.servlet.FrameworkServlet.doPost(FrameworkServlet.java:869) ~[spring-webmvc-4.1.7.RELEASE.jar:4.1.7.RELEASE]
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:648) ~[tomcat-embed-core-8.0.23.jar:8.0.23]
	at org.springframework.web.servlet.FrameworkServlet.service(FrameworkServlet.java:843) ~[spring-webmvc-4.1.7.RELEASE.jar:4.1.7.RELEASE]
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:729) ~[tomcat-embed-core-8.0.23.jar:8.0.23]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:291) ~[tomcat-embed-core-8.0.23.jar:8.0.23]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:206) ~[tomcat-embed-core-8.0.23.jar:8.0.23]
	at org.apache.tomcat.websocket.server.WsFilter.doFilter(WsFilter.java:52) ~[tomcat-embed-websocket-8.0.23.jar:8.0.23]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:239) ~[tomcat-embed-core-8.0.23.jar:8.0.23]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:206) ~[tomcat-embed-core-8.0.23.jar:8.0.23]
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:330) ~[spring-security-web-3.2.7.RELEASE.jar:3.2.7.RELEASE]
	at org.springframework.security.web.access.intercept.FilterSecurityInterceptor.invoke(FilterSecurityInterceptor.java:118) ~[spring-security-web-3.2.7.RELEASE.jar:3.2.7.RELEASE]
	at org.springframework.security.web.access.intercept.FilterSecurityInterceptor.doFilter(FilterSecurityInterceptor.java:84) ~[spring-security-web-3.2.7.RELEASE.jar:3.2.7.RELEASE]
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:342) ~[spring-security-web-3.2.7.RELEASE.jar:3.2.7.RELEASE]
	at org.springframework.security.web.access.ExceptionTranslationFilter.doFilter(ExceptionTranslationFilter.java:113) ~[spring-security-web-3.2.7.RELEASE.jar:3.2.7.RELEASE]
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:342) ~[spring-security-web-3.2.7.RELEASE.jar:3.2.7.RELEASE]
	at org.springframework.security.web.session.SessionManagementFilter.doFilter(SessionManagementFilter.java:103) ~[spring-security-web-3.2.7.RELEASE.jar:3.2.7.RELEASE]
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:342) ~[spring-security-web-3.2.7.RELEASE.jar:3.2.7.RELEASE]
	at org.springframework.security.web.authentication.AnonymousAuthenticationFilter.doFilter(AnonymousAuthenticationFilter.java:113) ~[spring-security-web-3.2.7.RELEASE.jar:3.2.7.RELEASE]
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:342) ~[spring-security-web-3.2.7.RELEASE.jar:3.2.7.RELEASE]
	at org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter.doFilter(SecurityContextHolderAwareRequestFilter.java:154) ~[spring-security-web-3.2.7.RELEASE.jar:3.2.7.RELEASE]
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:342) ~[spring-security-web-3.2.7.RELEASE.jar:3.2.7.RELEASE]
	at org.springframework.security.web.savedrequest.RequestCacheAwareFilter.doFilter(RequestCacheAwareFilter.java:45) ~[spring-security-web-3.2.7.RELEASE.jar:3.2.7.RELEASE]
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:342) ~[spring-security-web-3.2.7.RELEASE.jar:3.2.7.RELEASE]
	at org.springframework.security.web.authentication.www.BasicAuthenticationFilter.doFilter(BasicAuthenticationFilter.java:201) ~[spring-security-web-3.2.7.RELEASE.jar:3.2.7.RELEASE]
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:342) ~[spring-security-web-3.2.7.RELEASE.jar:3.2.7.RELEASE]
	at org.springframework.security.web.authentication.logout.LogoutFilter.doFilter(LogoutFilter.java:110) ~[spring-security-web-3.2.7.RELEASE.jar:3.2.7.RELEASE]
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:342) ~[spring-security-web-3.2.7.RELEASE.jar:3.2.7.RELEASE]
	at org.springframework.security.web.header.HeaderWriterFilter.doFilterInternal(HeaderWriterFilter.java:57) ~[spring-security-web-3.2.7.RELEASE.jar:3.2.7.RELEASE]
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:107) ~[spring-web-4.1.7.RELEASE.jar:4.1.7.RELEASE]
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:342) ~[spring-security-web-3.2.7.RELEASE.jar:3.2.7.RELEASE]
	at org.springframework.security.web.context.SecurityContextPersistenceFilter.doFilter(SecurityContextPersistenceFilter.java:87) ~[spring-security-web-3.2.7.RELEASE.jar:3.2.7.RELEASE]
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:342) ~[spring-security-web-3.2.7.RELEASE.jar:3.2.7.RELEASE]
	at org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter.doFilterInternal(WebAsyncManagerIntegrationFilter.java:50) ~[spring-security-web-3.2.7.RELEASE.jar:3.2.7.RELEASE]
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:107) ~[spring-web-4.1.7.RELEASE.jar:4.1.7.RELEASE]
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:342) ~[spring-security-web-3.2.7.RELEASE.jar:3.2.7.RELEASE]
	at org.springframework.security.web.FilterChainProxy.doFilterInternal(FilterChainProxy.java:192) ~[spring-security-web-3.2.7.RELEASE.jar:3.2.7.RELEASE]
	at org.springframework.security.web.FilterChainProxy.doFilter(FilterChainProxy.java:160) ~[spring-security-web-3.2.7.RELEASE.jar:3.2.7.RELEASE]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:239) ~[tomcat-embed-core-8.0.23.jar:8.0.23]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:206) ~[tomcat-embed-core-8.0.23.jar:8.0.23]
